Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,33,광주광역시 북구청,251,,2011,2011.04.28,임병남,산동마을의 처녀들,서양화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,34,광주광역시 북구청,253,"238,299,335,394",2011,2011.05.24,박유자,사랑합니다-삶Ⅲ,서양화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,35,광주광역시 북구청,254,,2011,2011.05.24,전경호,봄날,서양화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,36,광주광역시 북구청,256,,2011,2011.07.22,임희진,춤추는 나무,한국화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,37,광주광역시 북구청,257,,2011,2011.07.29,이종례,MANDALA 2,서양화,기증,이종례,,,,개방불가,구두 동의 이후 회신 없음,
,38,광주광역시 북구청,258,,2011,2011.09.29,장영일,향,서양화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,39,광주광역시 북구청,264,"339,530",2011,2011.11.30,김혁정,가을바다,서양화,,북구문화센터 보관,,,북구문화센터 보관,제4유형,이용허락동의서 작성,
,40,광주광역시 북구청,269,,2012,2012.03.30,최진우,무등산전도,한국화,구입,,,,전라도닷컴 창간10주년 기념전(롯데갤러리),개방불가,구두 동의 이후 회신 없음,
,41,광주광역시 북구청,270,,2012,2012.04.10,송필용,소쇄원에서 죽림풍경,서양화,구입,,,,광주미협 기금마련 행사,개방불가,구두 동의 이후 회신 없음,
,42,광주광역시 북구청,271,,2012,2012.09.07,김정옥,가을길,한국화,구입,,,,산수도서관 전시회 남도매일 류제균 추천,개방불가,구두 동의 이후 회신 없음,
,43,광주광역시 북구청,272,,2012,2012.10.29,나상옥,비상(봉황),조각,구입,,,,일곡갤러리 명예관장,개방불가,구두 동의 이후 회신 없음,
,44,광주광역시 북구청,274,,2012,2012.11.21,김영란,바람 숲,서양화,구입,,,,"일곡갤러리 개인전후 기증에따른 보상금성
(실제가격 2,000만원 상당)",개방불가,구두 동의 이후 회신 없음,
,45,광주광역시 북구청,275,"1,137,183,220,233,412",2012,2012.12.6,노의웅,구름천사,서양화,구입,,,,자미갤러리 명예관장  예우,개방불가,연락 불가,
,46,광주광역시 북구청,277,"204,387",2012,2012.12.28,안용욱,파밭,한국화,구입,,,,광주시 장애인작품전 구입(예산팀풀예산 지원),제4유형,이용허락동의서 작성,
,47,광주광역시 북구청,278,"370,489",2012,2012.12.28,김종훈,솔잎향기,한국화,구입,,,,광주시 장애인작품전 구입(예산팀풀예산 지원),개방불가,구두 동의 이후 회신 없음,
,48,광주광역시 북구청,280,342,2013,2013.02.08,이석중,삶-그리움,서양화,구입,,,,일곡동 행복메아리전,제4유형,이용허락동의서 작성,
,49,광주광역시 북구청,282,317,2013,2013.03.15,김영근,올곧은대나무와 소나무처럼,사진,구입,,기타,,광주전남사진기자 보도사진전,개방불가,구두 동의 이후 회신 없음,
,50,광주광역시 북구청,283,,2013,2013.05.16,박종석,추경산수,한국화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,51,광주광역시 북구청,286,"324,390",2013,2013.07.19,황기환,한적한 날,한국화,구입,,장애인작가,,시나브로회<광주장애인신인 및 중견작가전>,제4유형,이용허락동의서 작성,
,52,광주광역시 북구청,287,420,2013,2013.07.19,이진행,향리,서양화,구입,,장애인작가,,"시나브로회<광주장애인신인 및 중견작가전>
(도시재생과)",개방불가,구두 동의 이후 회신 없음,
,53,광주광역시 북구청,288,,2013,2013.09.12,조정숙,존재,한국화,구입,,,,서림Artist 전,개방불가,구두 동의 이후 회신 없음,
,54,광주광역시 북구청,291,,2013,2013.11.12,오순영,문양석,기타(수석),구입,,,,2013 국화전시회,개방불가,구두 동의 이후 회신 없음,
,55,광주광역시 북구청,292,,2013,2013.11.22,임순임,거울,서양화,구입,,,,"노의웅,임순임부부전",개방불가,구두 동의 이후 회신 없음,
,56,광주광역시 북구청,293,329,2013,2013.12.3,김희,꿈꾸는 등대,공예,구입,,,,문우초 학부모 도예동아리 전시회,제4유형,이용허락동의서 작성,
,57,광주광역시 북구청,294,"371,388",2013,2013.12.13,최동자,환상의 섬,한국화,구입,,장애인작가,,"광주장애인미술협회전<무등골의 메아리>
(통합조사과)",개방불가,이용허락 거부,
,58,광주광역시 북구청,295,402,2013,2013.12.13,이성기,가을향기,한국화,구입,,장애인작가,,광주장애인미술협회전<무등골의 메아리>,제4유형,이용허락동의서 작성,
,59,광주광역시 북구청,297,"305,535",2013,2013.12.30,김진수,빛으로 그려낸 흑산일주도로,사진,구입,,기타,,나눔사진전,제4유형,이용허락동의서 작성,
,60,광주광역시 북구청,299,"238,253,335,394",2014,2014.02.14,박유자,저 높은 곳을 향하여,서양화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,61,광주광역시 북구청,300,"340,360,454",2014,2014.02.14,김재균,환벽당의 봄,서양화,구입,,원로작가,,,제4유형,이용허락동의서 작성,
,62,광주광역시 북구청,302,303,2014,2014.03.05,김희,장독대,서양화,기증,김희,,,,개방불가,구두 동의 이후 회신 없음,
,63,광주광역시 북구청,303,302,2014,2014.03.05,김희,휴식,서양화,기증,김희,,,,개방불가,구두 동의 이후 회신 없음,
,64,광주광역시 북구청,305,"297,535",2014,2014.04.03,김진수,"한국야구의 심장 
""광주 기아챔피언스 필드""",사진,구입,,기타,,광주전남사진기자 보도사진전,제4유형,이용허락동의서 작성,
,65,광주광역시 북구청,307,"206,218",2014,2014.10.15,윤병학,Hanguel Image-겨울,서양화,구입,,,,,제4유형,이용허락동의서 작성,
,66,광주광역시 북구청,308,"345,356,400",2014,2014.10.28,박영실,참새,한국화,구입,,장애인작가,,광주장애인미술협회,개방불가,연락 불가,
,67,광주광역시 북구청,309,,2014,2014.10.28,안영욱,달과 소나무,한국화,구입,,장애인작가,,광주장애인미술협회,개방불가,구두 동의 이후 회신 없음,
,68,광주광역시 북구청,311,451,2014,2014.11.06,심강식,주왕산 산행,한국화,구입,,,,,제4유형,이용허락동의서 작성,
,69,광주광역시 북구청,313,,2014,2014.11.24,성혜숙,화접도,한국화,구입,,,,,개방불가,구두 동의 이후 회신 없음,
,70,광주광역시 북구청,314,,2015,2015.01.23,정창기,딸기-14,서양화,구입,,중견작가,,,개방불가,구두 동의 이후 회신 없음,
,71,광주광역시 북구청,315,,2015,2015.01.27,서봉한,korea fantasia,서양화,구입,,원로작가,,,개방불가,구두 동의 이후 회신 없음,
,72,광주광역시 북구청,316,,2015,2015.01.29,김연자,전원풍경,한국화,구입,,원로작가,,북구문화센터 보관,개방불가,구두 동의 이후 회신 없음,
,73,광주광역시 북구청,317,282,2015,2015.03.18,김영근,민선6기 출발,사진,구입,,기타,,광주전남사진기자 보도사진전,개방불가,구두 동의 이후 회신 없음,
,74,광주광역시 북구청,319,,2015,2015.07.27,박진아,그림의 산딸기,한국화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,75,광주광역시 북구청,320,352,2015,2015.07.27,황소리,양귀비,한국화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,76,광주광역시 북구청,321,,2015,2015.07.27,양성은,삶,서양화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,77,광주광역시 북구청,322,,2015,2015.07.27,김유나,조화,서양화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생
액자집",개방불가,구두 동의 이후 회신 없음,
,78,광주광역시 북구청,323,,2015,2015.09.25,홍정남,그곳에 가면,한국화,구입,,중견작가,,전우회,개방불가,구두 동의 이후 회신 없음,
,79,광주광역시 북구청,324,"286,390",2015,2015.11.05,황기환,모정,한국화,구입,,장애인작가,,광주장애인미술협회,제4유형,이용허락동의서 작성,
,80,광주광역시 북구청,325,518,2015,2015.11.05,김기자,가을이야기,서양화,구입,,장애인작가,,"광주장애인미술협회
(통합조사과)",개방불가,이용허락 거부,
,81,광주광역시 북구청,326,,2015,2015.12.16,문세정,노안도(蘆雁圖),한국화,구입,,중견작가,,,개방불가,구두 동의 이후 회신 없음,
,82,광주광역시 북구청,327,,2015,2015.12.16,김의정,화접도,한국화,구입,,중견작가,,,개방불가,구두 동의 이후 회신 없음,
,83,광주광역시 북구청,328,,2015,2015.12.16,김은수,연화도,한국화,구입,,중견작가,,,개방불가,구두 동의 이후 회신 없음,
,84,광주광역시 북구청,329,293,2015,2015.12.21,김희,비밀의 화원,공예,구입,,중견작가,,,제4유형,이용허락동의서 작성,
,85,광주광역시 북구청,330,,2015,2015.12.22,임직순,만추(晩秋),서양화,구입,,원로작가,,"곰두리봉사회
북구문화센터 보관",개방불가,구두 동의 이후 회신 없음,
,86,광주광역시 북구청,331,358,2015,2015.12.23,임종호,blooming day,서양화,구입,,중견작가,,,제4유형,이용허락동의서 작성,
,87,광주광역시 북구청,333,334,2016,2016.02.03,이인호,430년이야기-1,서양화,기증,이인호,여성작가,1959,(통합조사과),제4유형,이용허락동의서 작성,
,88,광주광역시 북구청,334,333,2016,2016.02.03,이인호,430년이야기-2,서양화,기증,이인호,여성작가,1959,,제4유형,이용허락동의서 작성,
,89,광주광역시 북구청,335,"238,253,299,394",2016,2016.02.11,박유자,사랑합니다-열정,서양화,구입,,여성작가,1965,액자집,개방불가,구두 동의 이후 회신 없음,
,90,광주광역시 북구청,336,,2016,2016.02.11,김재형,도원,서양화,구입,,원로작가,,,개방불가,구두 동의 이후 회신 없음,
,91,광주광역시 북구청,337,382,2016,2016.03.23,박영철,순천만 야경,사진,구입,,기타,,"홍보전산과
광주전남기자회
광주전남사진기자 보도사진전",개방불가,구두 동의 이후 회신 없음,
,92,광주광역시 북구청,338,372,2016,2016.06.01,김준호,송림의 대화,서양화,구입,,원로작가,1940,,제4유형,이용허락동의서 작성,
,93,광주광역시 북구청,339,"264,530",2016,2016.06.03,김혁정,"매화, 꽃피던날의 기억",서양화,구입,,중견작가,1954,,제4유형,이용허락동의서 작성,
,94,광주광역시 북구청,340,"300,360,454",2016,2016.06.10,김재균,백아산의 봄,서양화,구입,,원로작가,,고금화랑,제4유형,이용허락동의서 작성,
,95,광주광역시 북구청,341,,2016,2016.06.15,강덕원,불변이응만변,서예,구입,,중견작가,,,개방불가,구두 동의 이후 회신 없음,
,96,광주광역시 북구청,342,280,2016,2016.07.14,이석중,삶-나드리,서양화,구입,,중견작가,1965,오버더스캔들전(북구청갤러리),제4유형,이용허락동의서 작성,
,97,광주광역시 북구청,343,513,2016,2016.07.14,류현자,꽃이 피다 - 연,한국화,구입,,여성작가,1961,오버더스캔들전(북구청갤러리),제4유형,이용허락동의서 작성,
,98,광주광역시 북구청,344,,2016,2016.08.31,"고룡정보산업학교학생
(강현정지도)",연과 오리,"한국화
(민화)",구입,,청년작가,,함께가는길전(북구청갤러리),개방불가,구두 동의 이후 회신 없음,
,99,광주광역시 북구청,345,"308,356,400",2016,2016.10.24,박영실,봄날,한국화,구입,,장애인작가,1952,"광주장애인미술협회전<맥>, 금봉미술관",개방불가,연락 불가,
,100,광주광역시 북구청,347,,2016,2016.10.24,조문호,안개꽃,서양화,구입,,장애인작가,1966,"광주장애인미술협회전<맥>, 금봉미술관",개방불가,구두 동의 이후 회신 없음,
,101,광주광역시 북구청,348,,2016,2016.11.01,정홍기,환희,서양화,구입,,원로작가,1955,전우회(자미갤러리),개방불가,구두 동의 이후 회신 없음,
,102,광주광역시 북구청,349,,2016,2016.11.15,김수진,기억,서양화,구입,,청년작가,1987,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,103,광주광역시 북구청,350,,2016,2016.11.15,김서현,JNU,서양화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,104,광주광역시 북구청,351,,2016,2016.11.15,기다림,조화,한국화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,105,광주광역시 북구청,352,320,2016,2016.11.15,황소리,산수유 ,한국화,구입,,청년작가,,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,106,광주광역시 북구청,353,,2016,2016.11.17,김병균,왕버들-언제나 그 자리에..,한국화,구입,,중견작가,1977,"생생스케치전(북구청갤러리)
액자집",개방불가,구두 동의 이후 회신 없음,
,107,광주광역시 북구청,354,,2016,2016.11.29,신동언,제주 선인장,서양화,구입,,원로작가,1947,"원로작가9인특별전(세계조작장식박물관)
북구문화센터 보관",개방불가,구두 동의 이후 회신 없음,
,108,광주광역시 북구청,356,"308,345,400",2016,2016.11.24,박영실,가을향기,한국화,기증,"광주장애인
미술협회",장애인작가,1952,"광주장애인미술협회전<맥>, 금봉미술관",개방불가,연락 불가,
,109,광주광역시 북구청,358,331,2017,2017.01.13,임종호,한나절 풍경,서양화,구입,,중견작가,1958,인종호개인전,제4유형,이용허락동의서 작성,
,110,광주광역시 북구청,360,"300,340,454",2017,2017.02.21,김재균,소쇄원의 겨울,서양화,구입,,원로작가,,"광주아트컴퍼니
전 북구청장",제4유형,이용허락동의서 작성,
,111,광주광역시 북구청,362,,2017,2017.05.11,양승훈,새,조각,구입,,중견작가,,나인갤러리,개방불가,구두 동의 이후 회신 없음,
,112,광주광역시 북구청,363,,2017,2017.05.30,배연태,"금남로 7만 촛불 ""퇴진하라""",사진,구입,,기타,,"광주전남사진기자 보도사진전
광주전남기자회",개방불가,구두 동의 이후 회신 없음,
,113,광주광역시 북구청,364,,2017,2017.07.07,김선영,여름단상,서양화(수채화),구입,,여성작가,1970,색채공간전(북구청갤러리),개방불가,구두 동의 이후 회신 없음,
,114,광주광역시 북구청,366,,2017,2017.08.01,황영성,가족이야기 시리즈,서양화,구입,,원로작가,1941,"황영성개인전(국립아시아문화전당)
보험가입(청사외부로 나갈 경우 보험에서 제외됨)",개방불가,구두 동의 이후 회신 없음,
,115,광주광역시 북구청,367,,2017,2017.08.01,이선복,무등산 만월,한국화,구입,,중견작가,1964,"이선복개인전(무등갤러리)
-북구청갤러리 명예관장님",개방불가,구두 동의 이후 회신 없음,
,116,광주광역시 북구청,368,,2017,2017.08.03,최강희,광주 무등산 빛의 만토 부활,"기타
(미디어아트)",구입,,여성작가,1947,전우회전시(북구청갤러리) 후 구입,개방불가,구두 동의 이후 회신 없음,
,117,광주광역시 북구청,369,380,2017,2017.08.31,한미사,산메아리,한국화,구입,,여성작가,1962,"한미사의 생활속 이야기전
-남도일보 TV 김선남 부회장 추천(전 평화통일 사무실 회장)",개방불가,연락 불가,
,118,광주광역시 북구청,370,"278,489",2017,2017.09.25,김종훈,바람의 끝,서양화,구입,,장애인작가,1971,"광주장애인미술협회전<美香>, 
서구문화센터 1층(33명)
2017.9.5.~9.13.
한국화, 서양화, 공예, 서예, 사진",개방불가,구두 동의 이후 회신 없음,
,119,광주광역시 북구청,371,"294,388",2017,2017.09.25,최동자,스치는 바람에도,한국화,구입,,장애인작가,1955,"광주장애인미술협회전<美香>, 
서구문화센터 1층(33명)
2017.9.5.~9.13.
한국화, 서양화, 공예, 서예, 사진",개방불가,이용허락 거부,
,120,광주광역시 북구청,372,338,2017,2017.10.11,김준호,청청불변지교(해인사 노송),서양화,구입,,원로작가,1940,,제4유형,이용허락동의서 작성,
,121,광주광역시 북구청,373,,2017,2017.11.28,강부연,8월의 끝에서,서양화,구입,,청년작가,1996,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,122,광주광역시 북구청,374,,2017,2017.11.28,최나래,삶으로부터,한국화,구입,,청년작가,1993,"청년작가전(북구청갤러리)
-조선대 대학원생",개방불가,구두 동의 이후 회신 없음,
,123,광주광역시 북구청,375,,2017,2017.11.30,박경희,calla,서양화,구입,,청년작가,1980,"청년작가전(북구청갤러리)
-전남대생",개방불가,구두 동의 이후 회신 없음,
,124,광주광역시 북구청,376,544,2017,2017.12.05,권예솔(아니면 권애솔?),오후 12시,한국화,구입,,청년작가,1996,"청년작가전(북구청갤러리)
-조선대 대학원생",개방불가,구두 동의 이후 회신 없음,
,125,광주광역시 북구청,377,,2017,2017.12.11,조진호,香-그리움,서양화(수채화),구입,,원로작가,1952,,개방불가,구두 동의 이후 회신 없음,
,126,광주광역시 북구청,378,,2018,2018.01.05,김현아,비움과 채움,도자기,구입,,여성작가,1971,비움과 채움전(금봉미술관),개방불가,구두 동의 이후 회신 없음,
,127,광주광역시 북구청,380,369,2018,2018.04.24,한미사,봄포구(한가로움),한국화,구입,,중견작가,1962,,개방불가,연락 불가,
,128,광주광역시 북구청,381,,2018,2018.4.24,케빈 코이치 무토,Luck-Bat 光州,서양화,기증,,중견작가,1963,쿨투라칸차 장서희 대표 관련,개방불가,구두 동의 이후 회신 없음,
,129,광주광역시 북구청,382,337,2018,2018.05.16,박영철,눈 덮인 독도,사진,구입,,기타,,"광주전남사진기자 보도사진전
광주전남기자회",개방불가,구두 동의 이후 회신 없음,
,130,광주광역시 북구청,383,,2018,2018.06.11,최영훈,봄날,서양화,구입,,원로작가,1947,조선대 교수 정년,개방불가,구두 동의 이후 회신 없음,
,131,광주광역시 북구청,384,"414,520",2018,2018.06.11,전진현,홍매,서예,구입,,중견작가,1952,전 문화관광과 과장,제4유형,이용허락동의서 작성,
,132,광주광역시 북구청,385,,2018,2018.06.19,강연균,무등산(무등설경),"서양화
(수채화)",구입,,원로작가,1941,보험가입예정(2019년),개방불가,구두 동의 이후 회신 없음,
,133,광주광역시 북구청,386,,2018,2018.10.31,박진,꿈 속의 연가,서양화,구입,,장애인작가,1962,장애인문화협회,개방불가,구두 동의 이후 회신 없음,
,134,광주광역시 북구청,387,"204,277",2018,2018.10.31,안용욱,달과 소나무,한국화,구입,,장애인작가,1954,장애인문화협회,제4유형,이용허락동의서 작성,
,135,광주광역시 북구청,388,"294,371",2018,2018.10.31,최동자,추억,한국화,구입,,장애인작가,1955,광주장애인미술협회,개방불가,이용허락 거부,
,136,광주광역시 북구청,389,,2018,2018.10.31,최상현,자연,한국화,구입,,장애인작가,1955,광주장애인미술협회,개방불가,구두 동의 이후 회신 없음,
,137,광주광역시 북구청,390,"286,324",2018,2018.10.31,황기환,사모,한국화,구입,,장애인작가,1964,광주장애인미술협회,제4유형,이용허락동의서 작성,
,138,광주광역시 북구청,391,,2018,2018.10.31,전강열,개화(開花),사진,구입,,기타,1960,늘품사진전,개방불가,구두 동의 이후 회신 없음,
,139,광주광역시 북구청,392,,2018,2018.10.31,정대철,보석반지,사진,구입,,기타,1970,"늘품사진전
액자집",개방불가,구두 동의 이후 회신 없음,
,140,광주광역시 북구청,393,,2018,2018.11.30,김미영,노란 장미의 행복,서양화,구입,,여성작가,1970,2018아트페어,개방불가,구두 동의 이후 회신 없음,
,141,광주광역시 북구청,394,"238,253,299,335",2018,2018.11.30,박유자,사랑합니다-희망,서양화,구입,,여성작가,1965,2018아트페어,개방불가,구두 동의 이후 회신 없음,
,142,광주광역시 북구청,395,,2018,2018.11.30,이선희,기도,한국화,구입,,여성작가,1983,2018아트페어,개방불가,구두 동의 이후 회신 없음,
,143,광주광역시 북구청,396,,2018,2018.12.17,윤석문,Relation 03,서양화,구입,,청년작가,,"북구거주 청년작가
미협추천",개방불가,구두 동의 이후 회신 없음,
,144,광주광역시 북구청,397,,2018,2018.12.17,이반석,흔적 존재,서양화,구입,,청년작가,,"북구거주 청년작가
미협추천 ",개방불가,구두 동의 이후 회신 없음,
,145,광주광역시 북구청,398,,2018,2018.12.17,김미지,"꿈과 현실, 그 사이",서양화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,146,광주광역시 북구청,399,,2018,2018.12.17,김하슬,노인의 꿈,한국화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 
북구문화센터 보관",개방불가,구두 동의 이후 회신 없음,
,147,광주광역시 북구청,400,"308,345,356",2018,2018.12.17,박영실,봄,한국화,구입,,장애인작가,,장애인미술협회전(남구 문화예술회관 12월),개방불가,연락 불가,
,148,광주광역시 북구청,401,444,2018,2018.12.17,이명은,그날의 분위기,한국화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",제4유형,이용허락동의서 작성,
,149,광주광역시 북구청,402,295,2018,2018.12.17,이성기,홍매화,한국화,구입,,장애인작가,,장애인미술협회전(남구 문화예술회관 12월),제4유형,이용허락동의서 작성,
,150,광주광역시 북구청,403,,2018,2018.12.17,이정은,장미,서양화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,151,광주광역시 북구청,404,,2018,2018.12.17,장나해,복,한국화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,152,광주광역시 북구청,405,,2018,2018.12.17,정종구,아련한 향기,기타(서각),구입,,장애인작가,,장애인미술협회전(남구 문화예술회관 12월),개방불가,구두 동의 이후 회신 없음,
,153,광주광역시 북구청,406,,2018,2018.12.17,조주희,흩날리다,서양화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,154,광주광역시 북구청,407,,2018,2018.12.17,최소애,소나무 그 언덕,한국화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,155,광주광역시 북구청,408,,2018,2018.12.17,최인경,change,서양화,구입,,청년작가,,"청년작가전
북구청민원실 및 자미갤러리 ",개방불가,구두 동의 이후 회신 없음,
,156,광주광역시 북구청,412,"1,137,183,220,233,275",2019,2019.2.22,노의웅,축복받은 마을,서양화,기증,전진현,원로작가,,"중흥3동에서 발견
",개방불가,연락 불가,
,157,광주광역시 북구청,414,"384,520",2019,2019.2.22,전진현,인화,서예,기증,전진현,,,,제4유형,이용허락동의서 작성,
,158,광주광역시 북구청,418,,2019,2019.3.21,김현진,세상을 향하여,한국화(민화),구입,,여성작가,1964,자미갤러리 전시,개방불가,구두 동의 이후 회신 없음,
,159,광주광역시 북구청,419,,2019,2019.03.21,이금주,여인,서양화,구입,,여성작가,1974,자미갤러리 기획전,개방불가,구두 동의 이후 회신 없음,
