순번,대분류,중분류,기관명,사이트명,카테고리,이름,설명,등록일,수량,기존 공공누리 유형,최종 공공누리 유형,계약서 유무,비고,저작물명,,유형,디지털형태,설명,주제어,언어,제작일,,계약서,저작권자,,공동저작자,저작인접권자,공개유형,저작물성,비보호저작물,업무상저작물,상업적이용허락,저작재산권,,,,,,,공동저작자동의,유효기간,,초상권
491,영상,예술,국제방송교류재단,아리랑국제방송,TV,Indie - #58,Live. ON(Indie-Trot),2022-11-28 00:00:00,1,미부착,제4유형,무,,Indie - #58,,영상,영상,,방송,영어/한국어,,2022-11-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-28 00:00:00,,
492,영상,예술,국제방송교류재단,아리랑국제방송,TV,Indie - #58,Live. ON(Indie-Trot),2022-11-28 00:00:00,1,미부착,제4유형,무,,Indie - #58,,영상,영상,,방송,영어/한국어,,2022-11-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-28 00:00:00,,
493,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #76,Live. ON(Indie-Trot),2022-11-27 00:00:00,1,미부착,제4유형,무,,Trot Music - #76,,영상,영상,,방송,영어/한국어,,2022-11-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-27 00:00:00,,
494,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #76,Live. ON(Indie-Trot),2022-11-27 00:00:00,1,미부착,제4유형,무,,Trot Music - #76,,영상,영상,,방송,영어/한국어,,2022-11-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-27 00:00:00,,
495,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #75,Live. ON(Indie-Trot),2022-11-26 00:00:00,1,미부착,제4유형,무,,Trot Music - #75,,영상,영상,,방송,영어/한국어,,2022-11-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-26 00:00:00,,
496,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #75,Live. ON(Indie-Trot),2022-11-26 00:00:00,1,미부착,제4유형,무,,Trot Music - #75,,영상,영상,,방송,영어/한국어,,2022-11-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-26 00:00:00,,
497,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #74,Live. ON(Indie-Trot),2022-11-25 00:00:00,1,미부착,제4유형,무,,Trot Music - #74,,영상,영상,,방송,영어/한국어,,2022-11-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-25 00:00:00,,
498,영상,예술,국제방송교류재단,아리랑국제방송,TV,Trot Music - #74,Live. ON(Indie-Trot),2022-11-25 00:00:00,1,미부착,제4유형,무,,Trot Music - #74,,영상,영상,,방송,영어/한국어,,2022-11-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-11-25 00:00:00,,
499,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.120 [ 3D printing materials / untact welfare solutions / officeless market ],Money Monster,2020-09-16 00:00:00,1,미부착,제1유형,무,,Ep.120 [ 3D printing materials / untact welfare solutions / officeless market ],,영상,영상,,방송,영어/한국어,,2020-09-16 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-09-16 00:00:00,,
500,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.119 [ con-tech / K-Forest / digital twin ],Money Monster,2020-09-09 00:00:00,1,미부착,제1유형,무,,Ep.119 [ con-tech / K-Forest / digital twin ],,영상,영상,,방송,영어/한국어,,2020-09-09 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-09-09 00:00:00,,
501,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.118 [ Sensors / Digital Therapeutics ],Money Monster,2020-09-02 00:00:00,1,미부착,제1유형,무,,Ep.118 [ Sensors / Digital Therapeutics ],,영상,영상,,방송,영어/한국어,,2020-09-02 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-09-02 00:00:00,,
502,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.117 [ Plain Bagel Inc. / Studio COIN / Cubroid ],Money Monster,2020-08-26 00:00:00,1,미부착,제1유형,무,,Ep.117 [ Plain Bagel Inc. / Studio COIN / Cubroid ],,영상,영상,,방송,영어/한국어,,2020-08-26 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-08-26 00:00:00,,
503,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.116 [ Probo / HANCOM GROUP / Fin2B ],Money Monster,2020-08-19 00:00:00,1,미부착,제1유형,무,,Ep.116 [ Probo / HANCOM GROUP / Fin2B ],,영상,영상,,방송,영어/한국어,,2020-08-19 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-08-19 00:00:00,,
504,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.115 [ subscription services / HANCOM / AVEapp ],Money Monster,2020-08-12 00:00:00,1,미부착,제1유형,무,,Ep.115 [ subscription services / HANCOM / AVEapp ],,영상,영상,,방송,영어/한국어,,2020-08-12 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-08-12 00:00:00,,
505,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.114 [ Digitalization of the distribution network / RFID as a smart information recognition solution / IT driving evolution of digital dentistry ],Money Monster,2020-08-05 00:00:00,1,미부착,제1유형,무,,Ep.114 [ Digitalization of the distribution network / RFID as a smart information recognition solution / IT driving evolution of digital dentistry ],,영상,영상,,방송,영어/한국어,,2020-08-05 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-08-05 00:00:00,,
506,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.113 [ Photogrammetry / Seoul Business Agency / SDLab Korea ],Money Monster,2020-07-29 00:00:00,1,미부착,제1유형,무,,Ep.113 [ Photogrammetry / Seoul Business Agency / SDLab Korea ],,영상,영상,,방송,영어/한국어,,2020-07-29 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-07-29 00:00:00,,
507,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.112 [ Rise of copper to combat the COVID-19 pandemic / Untact export support project for 'New Normal' / Green New Deal ],Money Monster,2020-07-22 00:00:00,1,미부착,제1유형,무,,Ep.112 [ Rise of copper to combat the COVID-19 pandemic / Untact export support project for 'New Normal' / Green New Deal ],,영상,영상,,방송,영어/한국어,,2020-07-22 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-07-22 00:00:00,,
508,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.111 [ Contents New Deal / Eco-friendly coexistence to overcome COVID-19 / Syntekabio ],Money Monster,2020-07-15 00:00:00,1,미부착,제1유형,무,,Ep.111 [ Contents New Deal / Eco-friendly coexistence to overcome COVID-19 / Syntekabio ],,영상,영상,,방송,영어/한국어,,2020-07-15 00:00:00,,국제방송교류재단,,,,제1유형,저작물,보호저작물,○,상업적이용가능,○,○,○,○,○,○,○,,2090-07-15 00:00:00,,
509,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.05 Good luck to you,My secret Star,2020-12-31 00:00:00,1,미부착,제4유형,무,,Ep.05 Good luck to you,,영상,영상,,방송,영어/한국어,,2020-12-31 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-31 00:00:00,,
510,영상,예술,국제방송교류재단,아리랑국제방송,TV,"Ep.04 Pity but shining, so precious to me!",My secret Star,2020-12-30 00:00:00,1,미부착,제4유형,무,,"Ep.04 Pity but shining, so precious to me!",,영상,영상,,방송,영어/한국어,,2020-12-30 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-30 00:00:00,,
511,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.03 Beautiful Disaster,My secret Star,2020-12-29 00:00:00,1,미부착,제4유형,무,,Ep.03 Beautiful Disaster,,영상,영상,,방송,영어/한국어,,2020-12-29 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-29 00:00:00,,
512,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.02 You are my destiny,My secret Star,2020-12-28 00:00:00,1,미부착,제4유형,무,,Ep.02 You are my destiny,,영상,영상,,방송,영어/한국어,,2020-12-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-28 00:00:00,,
513,영상,예술,국제방송교류재단,아리랑국제방송,TV,Ep.01 Scoop! Hanlyu star has a secret.,My secret Star,2020-12-27 00:00:00,1,미부착,제4유형,무,,Ep.01 Scoop! Hanlyu star has a secret.,,영상,영상,,방송,영어/한국어,,2020-12-27 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2090-12-27 00:00:00,,
514,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.14 Jeju Island (Part3),MYSTERY TRAVELERS,2018-07-30 00:00:00,1,미부착,제4유형,무,,Ep.14 Jeju Island (Part3),,영상,영상,,방송,영어/한국어,,2018-07-30 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-07-30 00:00:00,,
515,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.13 Jeju Island  (Part2),MYSTERY TRAVELERS,2018-07-23 00:00:00,1,미부착,제4유형,무,,Ep.13 Jeju Island  (Part2),,영상,영상,,방송,영어/한국어,,2018-07-23 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-07-23 00:00:00,,
516,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.12 Jeju Island  (Part.1),MYSTERY TRAVELERS,2018-07-16 00:00:00,1,미부착,제4유형,무,,Ep.12 Jeju Island  (Part.1),,영상,영상,,방송,영어/한국어,,2018-07-16 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-07-16 00:00:00,,
517,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.11 Commentary Special  (Part.1),MYSTERY TRAVELERS,2018-07-09 00:00:00,1,미부착,제4유형,무,,Ep.11 Commentary Special  (Part.1),,영상,영상,,방송,영어/한국어,,2018-07-09 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-07-09 00:00:00,,
518,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.10 Chungcheongbuk-do Province Jecheon & Danyang (Part.2),MYSTERY TRAVELERS,2018-07-02 00:00:00,1,미부착,제4유형,무,,Ep.10 Chungcheongbuk-do Province Jecheon & Danyang (Part.2),,영상,영상,,방송,영어/한국어,,2018-07-02 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-07-02 00:00:00,,
519,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.09 Chungcheongbuk-do Province Jecheon &  Danyang (Part.1),MYSTERY TRAVELERS,2018-06-25 00:00:00,1,미부착,제4유형,무,,Ep.09 Chungcheongbuk-do Province Jecheon &  Danyang (Part.1),,영상,영상,,방송,영어/한국어,,2018-06-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-06-25 00:00:00,,
520,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.08 Gyeongsangnam-do Province Geoje & Tongyeong (part.2),MYSTERY TRAVELERS,2018-06-18 00:00:00,1,미부착,제4유형,무,,Ep.08 Gyeongsangnam-do Province Geoje & Tongyeong (part.2),,영상,영상,,방송,영어/한국어,,2018-06-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-06-18 00:00:00,,
521,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.07  Gyeongsangnam-do Province Geoje &  Tongyeong (part.1),MYSTERY TRAVELERS,2018-06-11 00:00:00,1,미부착,제4유형,무,,Ep.07  Gyeongsangnam-do Province Geoje &  Tongyeong (part.1),,영상,영상,,방송,영어/한국어,,2018-06-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-06-11 00:00:00,,
522,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.06 Gyeonggi-do Province Yangpyeong & Gwangju (Part.2),MYSTERY TRAVELERS,2018-06-04 00:00:00,1,미부착,제4유형,무,,Ep.06 Gyeonggi-do Province Yangpyeong & Gwangju (Part.2),,영상,영상,,방송,영어/한국어,,2018-06-04 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-06-04 00:00:00,,
523,영상,관광/축제,국제방송교류재단,아리랑국제방송,TV,Ep.05 Gyeonggi-do Province Yangpyeong &  Gwangju (Part.1),MYSTERY TRAVELERS,2018-05-28 00:00:00,1,미부착,제4유형,무,,Ep.05 Gyeonggi-do Province Yangpyeong &  Gwangju (Part.1),,영상,영상,,방송,영어/한국어,,2018-05-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2088-05-28 00:00:00,,
524,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 8. ADORA,Never a Dull Moment,2022-08-04 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 8. ADORA,,영상,영상,,방송,영어/한국어,,2022-08-04 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-08-04 00:00:00,,
525,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 7. VAN EL,Never a Dull Moment,2022-07-28 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 7. VAN EL,,영상,영상,,방송,영어/한국어,,2022-07-28 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-28 00:00:00,,
526,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 6. PIXY,Never a Dull Moment,2022-07-21 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 6. PIXY,,영상,영상,,방송,영어/한국어,,2022-07-21 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-21 00:00:00,,
527,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 6. PIXY,Never a Dull Moment,2022-07-21 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 6. PIXY,,영상,영상,,방송,영어/한국어,,2022-07-21 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-21 00:00:00,,
528,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 5. DEMIAN,Never a Dull Moment,2022-07-14 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 5. DEMIAN,,영상,영상,,방송,영어/한국어,,2022-07-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-14 00:00:00,,
529,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 5. DEMIAN,Never a Dull Moment,2022-07-14 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 5. DEMIAN,,영상,영상,,방송,영어/한국어,,2022-07-14 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-14 00:00:00,,
530,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 4. SEMA,Never a Dull Moment,2022-07-07 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 4. SEMA,,영상,영상,,방송,영어/한국어,,2022-07-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-07-07 00:00:00,,
531,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 3. E’LAST,Never a Dull Moment,2022-06-30 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 3. E’LAST,,영상,영상,,방송,영어/한국어,,2022-06-30 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-06-30 00:00:00,,
532,영상,기록,국제방송교류재단,아리랑국제방송,TV,Never a Dull Moment Ep. 2. KIM Ye-ji,Never a Dull Moment,2022-06-23 00:00:00,1,미부착,제4유형,무,,Never a Dull Moment Ep. 2. KIM Ye-ji,,영상,영상,,방송,영어/한국어,,2022-06-23 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-06-23 00:00:00,,
533,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Never a Dull Moment Ep. 1 , ALICE!",Never a Dull Moment,2022-06-16 00:00:00,1,미부착,제4유형,무,,"Never a Dull Moment Ep. 1 , ALICE!",,영상,영상,,방송,영어/한국어,,2022-06-16 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2092-06-16 00:00:00,,
534,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.10 No Answers for LOVE, But Really?",Not Found Love,2021-12-09 00:00:00,1,미부착,제4유형,무,,"Ep.10 No Answers for LOVE, But Really?",,영상,영상,,방송,영어/한국어,,2021-12-09 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-09 00:00:00,,
535,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.9 Why are you here...??,Not Found Love,2021-12-07 00:00:00,1,미부착,제4유형,무,,Ep.9 Why are you here...??,,영상,영상,,방송,영어/한국어,,2021-12-07 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-07 00:00:00,,
536,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.8 Having Feelings for My Friend...?,Not Found Love,2021-12-02 00:00:00,1,미부착,제4유형,무,,Ep.8 Having Feelings for My Friend...?,,영상,영상,,방송,영어/한국어,,2021-12-02 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-12-02 00:00:00,,
537,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.7 I'm the Only One Who Doesn't Know My Heart,Not Found Love,2021-11-30 00:00:00,1,미부착,제4유형,무,,Ep.7 I'm the Only One Who Doesn't Know My Heart,,영상,영상,,방송,영어/한국어,,2021-11-30 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-30 00:00:00,,
538,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.6 It was the situation, not the person",Not Found Love,2021-11-25 00:00:00,1,미부착,제4유형,무,,"Ep.6 It was the situation, not the person",,영상,영상,,방송,영어/한국어,,2021-11-25 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-25 00:00:00,,
539,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.5 Reunited with my ex-boyfriend in Jeju Island,Not Found Love,2021-11-23 00:00:00,1,미부착,제4유형,무,,Ep.5 Reunited with my ex-boyfriend in Jeju Island,,영상,영상,,방송,영어/한국어,,2021-11-23 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-23 00:00:00,,
540,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.4 Different ways of breaking up,Not Found Love,2021-11-18 00:00:00,1,미부착,제4유형,무,,Ep.4 Different ways of breaking up,,영상,영상,,방송,영어/한국어,,2021-11-18 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-18 00:00:00,,
541,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.3 My suspicious boyfriend,Not Found Love,2021-11-16 00:00:00,1,미부착,제4유형,무,,Ep.3 My suspicious boyfriend,,영상,영상,,방송,영어/한국어,,2021-11-16 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-16 00:00:00,,
542,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.2 A Man From the Heavens,Not Found Love,2021-11-11 00:00:00,1,미부착,제4유형,무,,Ep.2 A Man From the Heavens,,영상,영상,,방송,영어/한국어,,2021-11-11 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-11 00:00:00,,
543,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.1 Is There a Correct Answer to Love?,Not Found Love,2021-11-09 00:00:00,1,미부착,제4유형,무,,Ep.1 Is There a Correct Answer to Love?,,영상,영상,,방송,영어/한국어,,2021-11-09 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-11-09 00:00:00,,
544,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.143 [A Glimpse into the Lives of Modern-day Young Adults / Promoting the Beauty of Korea. Seoul Fashion Week / Greenhouse healing area, Garden Support Center]",NOW,2021-03-26 00:00:00,1,미부착,제4유형,무,,"Ep.143 [A Glimpse into the Lives of Modern-day Young Adults / Promoting the Beauty of Korea. Seoul Fashion Week / Greenhouse healing area, Garden Support Center]",,영상,영상,,방송,영어/한국어,,2021-03-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-03-26 00:00:00,,
545,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.142 [ Take a Pause ? Slow Living / Revealing the truth of comfort women victims / Youth Digital Supporters, helpers of local merchants ]",NOW,2021-03-19 00:00:00,1,미부착,제4유형,무,,"Ep.142 [ Take a Pause ? Slow Living / Revealing the truth of comfort women victims / Youth Digital Supporters, helpers of local merchants ]",,영상,영상,,방송,영어/한국어,,2021-03-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-03-19 00:00:00,,
546,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.141 [ Enriching the Twilight of Life / Encountering our sound. Seoul Museum of Korean Folk Music / Sharing warmth with the community, ‘Zero-won’ Market ]",NOW,2021-03-12 00:00:00,1,미부착,제4유형,무,,"Ep.141 [ Enriching the Twilight of Life / Encountering our sound. Seoul Museum of Korean Folk Music / Sharing warmth with the community, ‘Zero-won’ Market ]",,영상,영상,,방송,영어/한국어,,2021-03-12 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-03-12 00:00:00,,
547,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.140 [ Mindfulness Education for Students / Let’s reduce waste using resource circulation! / Walk-thru Toy Rental Service ],NOW,2021-03-05 00:00:00,1,미부착,제4유형,무,,Ep.140 [ Mindfulness Education for Students / Let’s reduce waste using resource circulation! / Walk-thru Toy Rental Service ],,영상,영상,,방송,영어/한국어,,2021-03-05 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-03-05 00:00:00,,
548,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.139 [ Waste Management for Green Environment / MZ Generation and Investing / Yeongdeungpo Market Station is now a cultural art complex ],NOW,2021-02-26 00:00:00,1,미부착,제4유형,무,,Ep.139 [ Waste Management for Green Environment / MZ Generation and Investing / Yeongdeungpo Market Station is now a cultural art complex ],,영상,영상,,방송,영어/한국어,,2021-02-26 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-26 00:00:00,,
549,영상,기록,국제방송교류재단,아리랑국제방송,TV,"Ep.138 [ Korean New Deal ? Green New Deal / Using COVID-19 as an opportunity, AHA Information & Communication / Hanok School preserving our ‘Hanok’ Culture ]",NOW,2021-02-19 00:00:00,1,미부착,제4유형,무,,"Ep.138 [ Korean New Deal ? Green New Deal / Using COVID-19 as an opportunity, AHA Information & Communication / Hanok School preserving our ‘Hanok’ Culture ]",,영상,영상,,방송,영어/한국어,,2021-02-19 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-19 00:00:00,,
550,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.137 [ Korea House and our ancestral ritual foods / Korea in Fashion : Hanbok Designer Kim Young-jin / K-ASMR : Sounds of Korea’s Cultural Heritage ],NOW,2021-02-12 00:00:00,1,미부착,제4유형,무,,Ep.137 [ Korea House and our ancestral ritual foods / Korea in Fashion : Hanbok Designer Kim Young-jin / K-ASMR : Sounds of Korea’s Cultural Heritage ],,영상,영상,,방송,영어/한국어,,2021-02-12 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-12 00:00:00,,
551,영상,기록,국제방송교류재단,아리랑국제방송,TV,Ep.136 [ Achieving Net-Zero Korea 2050 / The Scenery of Korea‘s Winter in Pyeongchang / National Meteorological Museum of Korea ],NOW,2021-02-05 00:00:00,1,미부착,제4유형,무,,Ep.136 [ Achieving Net-Zero Korea 2050 / The Scenery of Korea‘s Winter in Pyeongchang / National Meteorological Museum of Korea ],,영상,영상,,방송,영어/한국어,,2021-02-05 00:00:00,,국제방송교류재단,,,,제4유형,저작물,보호저작물,,상업적이용금지,○,○,○,○,○,○,X,,2091-02-05 00:00:00,,
